0, 0, Header, 1, 16, 96
5, 2784, Note_off_c, 2, 61, 64
5, 2784, Note_on_c, 2, 60, 100
5, 2808, Note_off_c, 2, 60, 64
5, 2808, Note_on_c, 2, 61, 100
5, 2832, Note_off_c, 2, 61, 64
5, 2856, Note_on_c, 2, 61, 100
5, 2880, Note_off_c, 2, 61, 64
5, 3000, Note_on_c, 2, 60, 100
5, 3024, Note_off_c, 2, 60, 64
5, 3024, Note_on_c, 2, 61, 100
5, 3048, Note_off_c, 2, 61, 64
5, 3048, Note_on_c, 2, 60, 100
5, 3072, Note_off_c, 2, 60, 64
5, 3120, Note_on_c, 2, 60, 100
5, 3168, Note_off_c, 2, 60, 64
5, 3168, Note_on_c, 2, 61, 100
5, 3192, Note_off_c, 2, 61, 64
5, 3192, Note_on_c, 2, 60, 100
5, 3216, Note_off_c, 2, 60, 64
5, 3216, End_track
6, 0, Start_track
6, 0, Title_t, "large"
6, 1920, Note_on_c, 3, 60, 100
6, 1968, Note_off_c, 3, 60, 64
6, 2160, Note_on_c, 3, 61, 100
6, 2208, Note_off_c, 3, 61, 64
6, 2304, Note_on_c, 3, 61, 100
6, 2352, Note_off_c, 3, 61, 64
6, 2544, Note_on_c, 3, 60, 100
6, 2592, Note_off_c, 3, 60, 64
6, 2688, Note_on_c, 3, 60, 100
6, 2736, Note_off_c, 3, 60, 64
6, 2928, Note_on_c, 3, 61, 100
6, 2976, Note_off_c, 3, 61, 64
6, 3072, Note_on_c, 3, 61, 100
6, 3120, Note_off_c, 3, 61, 64
6, 3120, End_track
7, 0, Start_track
7, 0, Title_t, "long"
7, 0, End_track
8, 0, Start_track
8, 0, Title_t, "boss"
8, 3264, Note_on_c, 5, 60, 100
8, 3312, Note_off_c, 5, 60, 64
8, 3312, End_track
9, 0, Start_track
9, 0, Title_t, "fantome"
9, 0, End_track
10, 0, Start_track
10, 0, Title_t, "normal"
10, 3456, Note_on_c, 7, 60, 100
10, 3552, Note_off_c, 7, 60, 64
10, 3600, Note_on_c, 7, 64, 100
10, 3696, Note_off_c, 7, 64, 64
10, 3744, Note_on_c, 7, 65, 100
10, 3792, Note_off_c, 7, 65, 64
10, 3792, Note_on_c, 7, 64, 100
10, 3840, Note_off_c, 7, 64, 64
10, 3840, Note_on_c, 7, 62, 100
10, 3936, Note_off_c, 7, 62, 64
10, 4032, Note_on_c, 7, 57, 100
10, 4128, Note_off_c, 7, 57, 64
10, 4176, Note_on_c, 7, 55, 100
10, 4224, Note_off_c, 7, 55, 64
10, 4224, Note_on_c, 7, 59, 100
10, 4272, Note_off_c, 7, 59, 64
10, 4368, Note_on_c, 7, 57, 100
10, 4464, Note_off_c, 7, 57, 64
10, 4464, End_track
11, 0, Start_track
11, 0, Title_t, "liee"
11, 0, End_track
12, 0, Start_track
12, 0, Title_t, "silence"
12, 0, End_track
13, 0, Start_track
13, 0, Title_t, "cube"
13, 0, End_track
14, 0, Start_track
14, 0, Title_t, "pique"
14, 0, End_track
15, 0, Start_track
15, 0, Title_t, "orbe"
15, 0, End_track
16, 0, Start_track
16, 0, Title_t, "dash"
16, 0, End_track
0, 0, End_of_file
